,index,dataset,start_age,end_age,sex,tissue,subtissue,cell_ontology_class,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
23384,7817,facs,3m,18m,male,Marrow,,,Zfp53,-1.5999388694763184,6.105240026954561e-05,2.0140632841503248e-05,0.00022122387599665672,6.4514674827174e-14
92129,1114,facs,18m,24m,male,Pancreas,Endocrine,,Rps19,-1.5999268293380737,0.00018317397916689515,6.042794484528713e-05,0.00019993714522570372,2.8859380654119396e-18
23385,7818,facs,3m,18m,male,Marrow,,,Tmsb4x,1.599906325340271,0.0032749217934906483,0.009927062317728996,0.012094316072762012,1.235567550987487e-136
104341,8756,facs,3m,24m,male,Marrow,KLS,,Eif4ebp2,-1.5999014377593994,2.9100880055921152e-05,9.600365956430323e-06,5.1408493163762614e-05,2.6178808204140484e-13
42433,3711,droplet,3m,18m,female,Liver,,,Plekhj1,1.5998928546905518,3.5479093639878556e-05,0.00010754451795946807,0.00016056645836215466,1.3675133702060546e-18
68729,1742,droplet,3m,30m,male,,,,Was,1.5998766422271729,1.0852805644390173e-05,3.289674350526184e-05,8.82738022482954e-05,6.448088278631778e-78
75254,8963,facs,3m,24m,male,Tongue,,basal cell of epidermis,2810008M24Rik,-1.5998759269714355,7.06115533830598e-05,2.3295126084121875e-05,9.647029946791008e-05,9.447770369361169e-25
59283,367,facs,3m,18m,male,,,,Hiatl1,-1.5998753309249878,5.012807741877623e-05,1.6537525880266912e-05,0.00014501350233331323,1.3049930972695888e-101
32450,5327,facs,3m,24m,male,Large_Intestine,,,Vcpip1,-1.5998687744140625,3.932149775209837e-05,1.2972435797564685e-05,0.00014899123925715685,1.5709500307646027e-06
115089,4689,facs,3m,18m,male,Large_Intestine,Proximal,intestinal crypt stem cell,Ptdss1,-1.5998561382293701,0.00011609186913119629,3.8299851439660415e-05,0.00013586464046966285,4.927728607639411e-07
59284,368,facs,3m,18m,male,,,,Aes,1.5998386144638062,8.394566248171031e-05,0.00025444719358347356,0.0005237250006757677,2.88798773555e-313
76818,4690,facs,3m,18m,male,Bladder,,bladder cell,Cxcl14,1.5998365879058838,0.0003576292656362057,0.001084006391465664,0.0009517349535599351,7.494172292682758e-18
110520,8964,facs,3m,24m,male,Heart,LV,fibroblast of cardiac tissue,Cfl1,1.5998345613479614,0.00021355648641474545,0.0006473079556599259,0.0005140039138495922,6.752586677911608e-14
89742,4076,facs,3m,18m,male,Large_Intestine,Distal,,Cmtm6,-1.5998207330703735,7.758657011436298e-05,2.559720269346144e-05,0.00011991301289526746,5.142330462054648e-19
65702,1224,droplet,3m,24m,male,,,,Gda,1.59981369972229,1.9421941033215262e-05,5.886871804250404e-05,0.00015610209084115922,2.0198523920922002e-168
60929,345,facs,3m,24m,male,,,,Ubxn7,-1.5997841358184814,3.4504955692682415e-05,1.1384093340893742e-05,0.00013069508713670075,1.6403345090441357e-56
102740,4077,facs,3m,18m,male,Marrow,KLS,,Usp4,-1.5997837781906128,9.190492710331455e-05,3.0321863960125484e-05,0.00016356358537450433,3.649749669234588e-16
106320,4691,facs,3m,18m,female,Marrow,KLS,hematopoietic stem cell,Rpl39,-1.599778413772583,0.00022666763106826693,7.478392217308283e-05,0.00012078709551133215,8.836591269583323e-112
104342,8757,facs,3m,24m,male,Marrow,KLS,,Flii,-1.599776029586792,8.3381928561721e-05,2.7510046493262053e-05,0.0001469281705794856,2.4783696466504092e-20
51161,5470,droplet,3m,30m,male,Lung,,,Rab11fip1,1.599747657775879,4.910396455670707e-06,1.488293673901353e-05,6.554830906679854e-05,8.754813019206818e-08
104343,8758,facs,3m,24m,male,Marrow,KLS,,Myst2,-1.5997461080551147,9.743092959979549e-05,3.214587923139334e-05,0.00013371132081374526,1.268558660028098e-32
68730,1743,droplet,3m,30m,male,,,,Racgap1,1.5997291803359985,9.848868103290442e-06,2.985058381455019e-05,9.164385846816003e-05,5.423525488232687e-65
23386,7819,facs,3m,18m,male,Marrow,,,Eif2a,-1.5997031927108765,5.174518810235895e-05,1.707305636955425e-05,0.000142849181429483,1.9488779137750672e-24
9777,657,droplet,3m,21m,female,Marrow,,,Zfp800,-1.5996911525726318,2.9276061468408443e-05,9.659565876063425e-06,6.401556311175227e-05,1.4204702467454284e-30
95830,1506,facs,18m,24m,male,SCAT,Fat,mesenchymal stem cell of adipose,Fos,1.5996845960617065,0.009438438341021538,0.028605740517377853,0.03121667355298996,2.4355427620159332e-26
96838,8965,facs,3m,24m,male,Limb_Muscle,ForelimbandHindlimb,skeletal muscle satellite cell,Tomm6,1.5996699333190918,2.5758325136848725e-05,7.806678331689909e-05,0.00014312427083496004,3.1738859171893353e-12
57162,4129,droplet,24m,30m,male,Kidney,,,Wbp5,1.5996590852737427,4.916768375551328e-05,0.0001490133290644735,0.00023506411525886506,2.5990818112595844e-163
107834,8966,facs,3m,24m,male,Marrow,KLS,hematopoietic stem cell,4930534B04Rik,-1.5996589660644531,2.9394404919003136e-05,9.698828762338962e-06,7.590662426082417e-05,9.498858116739951e-06
95385,8967,facs,3m,24m,male,GAT,Fat,mesenchymal stem cell of adipose,Bmper,-1.5996273756027222,0.0001831537956604734,6.0433827457018197e-05,0.00028909824322909117,1.2191296081261533e-10
99455,362,droplet,18m,21m,female,Liver,Hepatocytes,,Rpl17,1.599621295928955,0.0004065423854626715,0.001232082606293261,0.0018955038394778967,2.127057191156839e-07
23387,7820,facs,3m,18m,male,Brain_Myeloid,,,Abca1,-1.5995965003967285,0.00018063004245050251,5.960236012469977e-05,0.0003001475124619901,2.6882464650720637e-55
88794,8759,facs,3m,24m,male,Brain_Non-Myeloid,Cortex,,Crk,-1.59956955909729,0.00011523741704877466,3.802551145781763e-05,0.00022165427799336612,6.731546328497558e-08
60930,346,facs,3m,24m,male,,,,Itih5,-1.5995581150054932,9.296970529248938e-05,3.067795842071064e-05,0.0003004659665748477,5.865166083720368e-149
114205,8968,facs,3m,24m,male,Large_Intestine,Proximal,enterocyte of epithelium of large intestine,Pglyrp1,1.5995395183563232,0.00011784055095631629,0.0003571117704268545,0.0005421864334493876,1.050668305858999e-15
112720,8760,facs,3m,24m,male,Large_Intestine,Proximal,,Sult1c2,1.5995278358459473,5.361207513487898e-05,0.0001624682336114347,0.00024051612126640975,1.1835851376628132e-36
113481,4692,facs,3m,18m,female,Large_Intestine,Proximal,enterocyte of epithelium of large intestine,Gstt2,1.5995006561279297,5.720258195651695e-05,0.00017334579024463892,0.0002506852615624666,1.0292455803635255e-09
23388,7821,facs,3m,18m,female,SCAT,,,Map3k1,1.599489688873291,5.4913180065341294e-05,0.00016640675312373787,0.0003618460614234209,9.656417513617589e-06
51162,5471,droplet,3m,30m,male,Lung,,,Fbxo3,-1.599482774734497,4.477468610275537e-05,1.477543446526397e-05,0.00010687683243304491,5.762566229183228e-27
71648,1282,droplet,3m,21m,female,Spleen,,B cell,Stx11,1.5994737148284912,6.411568847397575e-06,1.9429155145189725e-05,7.18778683221899e-05,7.131605846232929e-10
51163,5472,droplet,3m,30m,male,Lung,,,Cdkal1,-1.5994662046432495,2.6613406589603983e-05,8.782399163465016e-06,8.148290362441912e-05,4.183536158029244e-13
51164,5473,droplet,3m,30m,male,Liver,,,Atp6v1g1,1.599457025527954,0.00017846810806076974,0.0005408105789683759,0.0002916961384471506,2.2197246405631888e-180
57163,4130,droplet,24m,30m,male,Kidney,,,Pde4d,1.5994457006454468,4.989110038877698e-06,1.5118345800146926e-05,5.627403879771009e-05,4.201757627920574e-09
119140,8969,facs,3m,24m,male,Brain_Myeloid,Striatum,microglial cell,6430527G18Rik,-1.599433183670044,6.136215961305425e-05,2.024991590587888e-05,0.00012773493654094636,6.127972426521733e-06
23389,7822,facs,3m,18m,male,Diaphragm,,,Slc10a6,-1.599427580833435,0.0007318429416045547,0.00024151393154170364,0.0012046704068779945,1.6132690123481806e-07
65703,1225,droplet,3m,24m,male,,,,Nfatc1,-1.5994224548339844,0.00010169744200538844,3.356107845320366e-05,0.00027176423463970423,1.7993404403644174e-213
92392,4693,facs,3m,18m,female,Pancreas,Endocrine,pancreatic A cell,Cfl1,1.5994141101837158,0.00015991240798030049,0.00048456696094945073,0.0002008873998420313,6.436482104315274e-19
14724,3574,droplet,3m,24m,male,Kidney,,,Fchsd2,1.5994138717651367,1.2247027370904107e-05,3.711096724146046e-05,0.00010773385292850435,2.239452471973954e-22
4553,8761,facs,3m,24m,male,Tongue,,,Zfp260,-1.599401831626892,3.705277413246222e-05,1.222792525368277e-05,8.278361929114908e-05,1.6161828114262863e-11
32451,5329,facs,3m,24m,male,Limb_Muscle,,,Nfatc1,-1.599394679069519,0.0001010439227684401,3.33460520778317e-05,0.00021621630003210157,2.270316454776742e-06
32452,5330,facs,3m,24m,male,Pancreas,,,Tm9sf3,-1.5993733406066895,0.00014481694961432368,4.779253504239023e-05,0.00021030173229519278,8.182992242650544e-26
75255,8970,facs,3m,24m,male,Tongue,,basal cell of epidermis,Capza1,-1.5993716716766357,4.590352182276547e-05,1.5149111277423799e-05,5.5674889154033735e-05,9.965136487868308e-25
79295,8971,facs,3m,24m,male,Trachea,,chondrocyte,Fau,-1.5993682146072388,9.835468517849222e-05,3.2459156500408426e-05,6.522766489069909e-05,8.93393306710938e-06
23390,7823,facs,3m,18m,male,Marrow,,,Smpd4,-1.5993647575378418,1.934899228217546e-05,6.385597316693747e-06,7.519025530200452e-05,3.5649262813437348e-06
111187,4694,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,basal cell,Metap1,-1.5993549823760986,9.677709022071213e-05,3.193881275365129e-05,0.00013557967031374574,1.3279370646037652e-16
45283,605,droplet,18m,21m,female,Liver,,,Arpc1b,-1.5993070602416992,0.0006833511288277805,0.00022553009330295026,0.0007213043863885105,6.814049915538529e-36
23391,7824,facs,3m,18m,male,Brain_Non-Myeloid,,,Zfp187,1.59930419921875,7.224033470265567e-05,0.00021888615447096527,0.00045486693852581084,1.7933754641725549e-19
114206,8972,facs,3m,24m,male,Large_Intestine,Proximal,enterocyte of epithelium of large intestine,Gtf2h5,1.599286675453186,1.4255480891733896e-05,4.3193176679778844e-05,7.792974065523595e-05,1.7956326644162455e-08
14725,3575,droplet,3m,24m,male,Kidney,,,Minos1,-1.5992612838745117,0.0006892606033943594,0.00022748766059521586,0.000523802766110748,1.7937144394966434e-191
23392,7825,facs,3m,18m,male,Marrow,,,Ccnb1,-1.5992141962051392,0.00010297904373146594,3.3988922950811684e-05,0.00032318124431185424,1.6725950336238676e-22
106321,4695,facs,3m,18m,female,Marrow,KLS,hematopoietic stem cell,Ctbp1,1.5991902351379395,0.00011498744424898177,0.0003483811451587826,0.00025039733736775815,8.786801841855869e-65
8172,393,droplet,3m,18m,female,Mammary_Gland,,,Myof,1.5991804599761963,9.979614333133213e-06,3.0235352824092843e-05,7.972167077241465e-05,6.8036694014206885e-22
96482,8973,facs,3m,24m,male,Limb_Muscle,ForelimbandHindlimb,mesenchymal stem cell,Id3,1.5991573333740234,0.0012817074311897159,0.003883141791447997,0.004942328203469515,2.651410306668868e-12
86830,8763,facs,3m,24m,male,Marrow,B-cells,,Zeb2,-1.5991542339324951,9.311264147982001e-05,3.0733728635823354e-05,0.00021944894979242235,4.5085962716859923e-07
81627,888,droplet,3m,18m,female,Marrow,,hematopoietic precursor cell,Macf1,-1.5991504192352295,0.00013784196926280856,4.549767982098274e-05,0.00015129285748116672,6.200841087112863e-12
38007,1295,facs,18m,24m,male,Skin,,,Rbm8a,-1.5991435050964355,0.00036744342651218176,0.00012128311209380627,0.0006915578851476312,1.7787925732113393e-08
23393,7826,facs,3m,18m,male,Skin,,,Phc2,-1.5991004705429077,9.094419510802254e-05,3.0019104087841697e-05,0.00015292254101950675,6.267020411969967e-14
23394,7827,facs,3m,18m,male,MAT,,,Pgd,1.5990784168243408,5.547505134018138e-05,0.0001680615241639316,0.00037797747063450515,5.798494865338721e-06
23395,7828,facs,3m,18m,male,Marrow,,,Lnpep,-1.5990763902664185,6.453335663536564e-05,2.130169923475478e-05,0.00017202446178998798,1.3048022849658596e-26
105395,1115,facs,18m,24m,male,Marrow,KLS,,Lmnb1,-1.5990663766860962,0.00012999212776776403,4.2909170588245615e-05,0.00014458307123277336,3.936206473436856e-17
23396,7829,facs,3m,18m,male,Skin,,,Srsf6,-1.5990296602249146,0.00012108148803235963,3.996886880486272e-05,0.00017020598170347512,4.551546382200724e-26
1551,4081,facs,3m,18m,male,Bladder,,,Slc44a1,-1.59898042678833,8.615367551101372e-05,2.8440204914659262e-05,0.0001167839509434998,9.750472621111839e-22
23397,7831,facs,3m,18m,female,Liver,,,Hmgb1,1.5989539623260498,9.286751446779817e-05,0.0002813175960909575,0.0003104049537796527,3.3372617778339507e-26
32453,5331,facs,3m,24m,male,GAT,,,Adamts2,-1.5988999605178833,0.0002681014302652329,8.850794984027743e-05,0.0005657065776176751,5.3373957793086e-14
32454,5332,facs,3m,24m,male,Brain_Non-Myeloid,,,Bsg,1.5988985300064087,0.002496088156476617,0.007560949306935072,0.015820005908608437,9.435166900313259e-13
42434,3713,droplet,3m,18m,male,Lung,,,Pigp,-1.5988889932632446,0.0001318154827458784,4.351639290689491e-05,0.0001917959307320416,1.868783877318402e-73
84396,698,droplet,18m,21m,female,Marrow,,naive B cell,Rps28,-1.5988857746124268,0.004098718985915184,0.001353117753751576,0.0018740417435765266,5.534405898354926e-10
74353,4696,facs,3m,18m,male,Tongue,,basal cell of epidermis,Crk,-1.5988807678222656,0.0001475855242460966,4.872284989687614e-05,0.00014521194680128247,2.0892594820075898e-14
83260,699,droplet,18m,21m,female,Mammary_Gland,,luminal epithelial cell of mammary gland,Fam174b,-1.5988593101501465,4.364670894574374e-05,1.4409431969397701e-05,8.704906940693036e-05,2.023220288050783e-11
51165,5474,droplet,3m,30m,male,Lung,,,Tmem42,-1.5988578796386719,2.0400570065248758e-05,6.735007900715573e-06,7.301192090380937e-05,5.327056762966556e-08
104344,8765,facs,3m,24m,male,Marrow,KLS,,Arcn1,-1.5988529920578003,8.685157808940858e-05,2.8673121050815098e-05,0.00012422433064784855,3.207821656926891e-31
59285,369,facs,3m,18m,male,,,,Epha1,-1.5988476276397705,2.2462312699644826e-05,7.415720119752223e-06,9.517482976661995e-05,1.0436241342162755e-27
32455,5333,facs,3m,24m,male,Marrow,,,Ckap2l,-1.5988327264785767,4.471547435969114e-05,1.4762544196855742e-05,0.00012923720350954682,2.533395843697364e-23
14726,3576,droplet,3m,24m,male,Kidney,,,Rnf215,-1.5988116264343262,3.5200395359424874e-05,1.1621367775660474e-05,9.810020856093615e-05,2.6531741895399173e-09
73828,1283,droplet,3m,21m,female,Mammary_Gland,,basal cell,Gjb3,-1.5988080501556396,0.0004981982638128102,0.00016447996313218027,0.00038133206544443965,1.4486394320150347e-48
98129,4697,facs,3m,18m,male,Marrow,Granulocytes,granulocytopoietic cell,Wdr1,-1.5987995862960815,0.0006392720970325172,0.00021105668565724045,0.000494085717946291,1.2709435254968008e-12
73829,1284,droplet,3m,21m,female,Mammary_Gland,,basal cell,Slc7a1,-1.5987845659255981,6.025139009580016e-05,1.9892297132173553e-05,9.099411545321345e-05,7.649441162200809e-10
106322,4698,facs,3m,18m,male,Marrow,KLS,hematopoietic stem cell,Pds5b,-1.598769187927246,6.033561294316314e-05,1.992031502595637e-05,0.00010676820238586515,5.07315928529691e-12
59286,370,facs,3m,18m,male,,,,Nr1d1,-1.5987517833709717,6.804369331803173e-05,2.2465475922217593e-05,0.00018102399189956486,2.3043398009391253e-144
1552,4082,facs,3m,18m,male,Tongue,,,Srf,-1.5987460613250732,5.681250331690535e-05,1.8757431462290697e-05,7.170090975705534e-05,2.0264325828519094e-18
94578,4699,facs,3m,18m,male,GAT,Fat,mesenchymal stem cell of adipose,Grina,1.598740577697754,0.00026574102230370045,0.0008048731833696365,0.000493947823997587,1.0973093297624558e-24
45284,606,droplet,18m,21m,female,Liver,,,Rhog,-1.598706841468811,0.00013010314432904124,4.2956518882419914e-05,0.00020560108532663435,5.947396539920395e-13
74354,4700,facs,3m,18m,male,Tongue,,basal cell of epidermis,Tgm1,-1.5987049341201782,0.00022997379710432142,7.593118789372966e-05,0.0003805857850238681,1.4713662324683147e-12
78104,8974,facs,3m,24m,male,Bladder,,bladder urothelial cell,Cbfb,-1.5986945629119873,2.887974915211089e-05,9.535388016956858e-06,4.346336572780274e-05,1.7597456012511196e-07
109692,8766,facs,3m,24m,male,Heart,LA,,Mfap5,-1.598637342453003,0.0011773623991757631,0.0003887517377734184,0.0016392151592299342,3.94295499566362e-20
73098,1285,droplet,3m,21m,female,Mammary_Gland,,T cell,Evi2a,1.5986099243164062,1.5108553270692937e-05,4.57564638054464e-05,0.00011485719005577266,2.5825002044977954e-08
89986,8767,facs,3m,24m,male,Large_Intestine,Distal,,Nr1d1,-1.5985990762710571,6.762432167306542e-05,2.2329377316054888e-05,0.00012482341844588518,7.850088581014802e-13
23398,7833,facs,3m,18m,male,Brain_Non-Myeloid,,,Lsamp,-1.5985732078552246,0.00012239969510119408,4.041679494548589e-05,0.0003347855235915631,8.895242727087832e-11
4554,8768,facs,3m,24m,male,Bladder,,,Ptp4a1,-1.598569393157959,3.0433426218223758e-05,1.004924615699565e-05,5.0284121243748814e-05,9.019642027928227e-14
4555,8769,facs,3m,24m,male,Spleen,,,Il10ra,-1.5985606908798218,0.0001331941457465291,4.398153760121204e-05,0.00038865258102305233,9.09014411057625e-07
86831,8770,facs,3m,24m,male,Marrow,B-cells,,Zfr,-1.5985589027404785,0.00013234397920314223,4.370086389826611e-05,0.0003006659389939159,8.446220659477872e-09
4556,8771,facs,3m,24m,male,Tongue,,,Mid2,-1.5985510349273682,1.7789079720387235e-05,5.874104317626916e-06,4.138805888942443e-05,5.210917661450183e-06
23399,7834,facs,3m,18m,male,Heart,,,Abca8a,-1.59853196144104,0.00019457947928458452,6.425264291465282e-05,0.00038014090387150645,2.985030735389437e-26
45285,607,droplet,18m,21m,female,Liver,,,Laptm5,-1.5984656810760498,0.0005839624791406095,0.00019284075824543834,0.0006533698760904372,1.7168495880267453e-24
82157,8975,facs,3m,24m,male,Tongue,,keratinocyte,Hbp1,-1.5984605550765991,0.0001275063114007935,4.210630140732974e-05,0.00011771931895054877,2.9162885438509598e-21
14727,3577,droplet,3m,24m,male,Kidney,,,Fam117b,-1.5984524488449097,5.084480289951898e-05,1.6790529116406105e-05,0.00013022933853790164,1.3368004484517608e-12
63308,1038,droplet,3m,18m,male,,,,Wnt5a,-1.5984336137771606,1.1330776942486409e-05,3.7418221836560406e-06,5.835253614350222e-05,3.9690190388703104e-07
32456,5337,facs,3m,24m,male,Heart,,,Prr13,1.5984166860580444,0.00011698695016093552,0.0003542491467669606,0.0006799881812185049,2.2011609912595087e-70
121174,8976,facs,3m,24m,male,Marrow,T-cells,naive B cell,Emp3,1.5984151363372803,0.00018712134624365717,0.0005666230572387576,0.0010750468354672194,8.47260454550544e-07
73099,1286,droplet,3m,21m,female,Spleen,,T cell,Pik3r1,-1.5984139442443848,8.326068927999586e-05,2.749599480011966e-05,0.00014942660345695913,3.3212475337510193e-17
75256,8977,facs,3m,24m,male,Tongue,,basal cell of epidermis,Klhl21,-1.5984002351760864,7.06940409145318e-05,2.334620694455225e-05,0.00011297122546238825,7.727657428269959e-18
88795,8772,facs,3m,24m,male,Brain_Non-Myeloid,Cortex,,Mmd2,-1.5983854532241821,0.0004891586140729487,0.0001615428482182324,0.0010666484013199806,6.94700311536494e-07
65704,1226,droplet,3m,24m,male,,,,Cd72,1.5983729362487793,3.511576142045669e-05,0.00010633109195623547,0.0003048969083465636,2.52223556522406e-235
59287,371,facs,3m,18m,male,,,,Pigz,-1.5983607769012451,1.8564756828709505e-05,6.131048394308891e-06,0.0001036069734254852,4.655029198315064e-16
94579,4701,facs,3m,18m,female,SCAT,Fat,mesenchymal stem cell of adipose,Thbd,1.5983527898788452,0.0003614519373513758,0.001094467006623745,0.0015807683812454343,2.9156809735336505e-06
75257,8978,facs,3m,24m,male,Tongue,,basal cell of epidermis,Eif2s3x,-1.5983457565307617,2.6831463401322253e-05,8.861236892698798e-06,3.961607944802381e-05,4.864588764085708e-14
4557,8773,facs,3m,24m,male,Bladder,,,Ccpg1,-1.5983383655548096,7.895715680206195e-05,2.6076164431287907e-05,8.934213110478595e-05,6.045567580132707e-27
23400,7835,facs,3m,18m,male,Marrow,,,Ppat,-1.5983058214187622,4.5930621126899496e-05,1.516925658506807e-05,0.00013289872731547803,4.179202784711248e-21
1553,4083,facs,3m,18m,male,Bladder,,,Socs3,-1.5982861518859863,0.00047045733663253486,0.00015537752187810838,0.000814159750007093,3.461607636000159e-19
16471,363,droplet,18m,21m,female,Marrow,,,Slc2a3,1.5982756614685059,2.4268847482744604e-05,7.348151848418638e-05,0.00015092422836460173,5.612633863417091e-65
85483,8774,facs,3m,24m,male,Skin,Anagen,,Mxi1,-1.598250150680542,9.126932854996994e-05,3.014418871316593e-05,0.0001626870216568932,2.7148418939144257e-11
42435,3714,droplet,3m,18m,female,Liver,,,Atpif1,1.5982335805892944,8.541972056264058e-05,0.0002586273185443133,0.00033185980282723904,4.059785754565591e-26
8173,394,droplet,3m,18m,female,Mammary_Gland,,,Slc5a6,1.5982191562652588,5.4227666623773985e-06,1.6418476661783643e-05,6.653740274487063e-05,3.6332387150336765e-06
32457,5339,facs,3m,24m,male,Skin,,,Sephs1,-1.598207950592041,3.267251668148674e-05,1.0791305612656288e-05,8.989852358354256e-05,2.250024091199419e-08
77120,8979,facs,3m,24m,male,Bladder,,bladder cell,Pros1,-1.5981996059417725,0.00018240207282360643,6.024538379278965e-05,0.00017802575894165784,2.224926555645396e-16
51166,5475,droplet,3m,30m,male,Lung,,,Nucb1,-1.5981680154800415,0.0001526153937447816,5.040827454649843e-05,0.0002083763829432428,1.2999494674235479e-101
9778,658,droplet,3m,21m,female,Mammary_Gland,,,Col4a1,1.5981509685516357,8.838338544592261e-05,0.0002675851574167609,0.0006280135130509734,2.620336906695458e-68
60931,347,facs,3m,24m,male,,,,Bub1b,-1.5981502532958984,1.1211626770091243e-05,3.703201855387306e-06,7.473406731151044e-05,4.480452921475759e-06
107835,8980,facs,3m,24m,male,Marrow,KLS,hematopoietic stem cell,Khk,1.5981413125991821,7.51100669731386e-05,0.00022739799169357866,0.00033784451079554856,5.298124010767686e-39
4558,8775,facs,3m,24m,male,Tongue,,,A230046K03Rik,-1.598124384880066,1.9724569938261993e-05,6.515145742014283e-06,4.278591222828254e-05,2.0550128311906388e-07
119141,8981,facs,3m,24m,male,Brain_Myeloid,Striatum,microglial cell,H2-D1,1.5981240272521973,0.0013674900401383638,0.004140067845582962,0.004147568717598915,1.978682731176961e-72
7219,1116,facs,18m,24m,male,Bladder,,,Oat,-1.5981159210205078,0.0004951394512318075,0.00016354855324607342,0.0006311025354079902,4.044974394053434e-20
51167,5476,droplet,3m,30m,male,Liver,,,Pcmtd1,-1.5980771780014038,0.00012245893594808877,4.0450260712532327e-05,0.0001715615508146584,3.957952634857269e-18
70328,672,droplet,24m,30m,male,,,,Trim13,-1.5980632305145264,1.1479366548883263e-05,3.791865083258017e-06,4.588815863826312e-05,1.6809957851310152e-08
51168,5477,droplet,3m,30m,male,Liver,,,Trim25,1.5980597734451294,4.4358301238389686e-05,0.0001342885079793632,0.0001372272672597319,9.20998496966545e-53
107836,8982,facs,3m,24m,male,Marrow,KLS,hematopoietic stem cell,Myst2,-1.5980364084243774,9.795826917979866e-05,3.23581880365964e-05,0.00013163781841285527,2.027466615754964e-32
80291,8983,facs,3m,24m,male,Trachea,,fibroblast,Lrrc41,-1.5980314016342163,8.516683737980202e-05,2.8132941224612296e-05,0.00013342230522539467,3.5606431532366394e-06
68731,1744,droplet,3m,30m,male,,,,Fmod,-1.598022699356079,0.0002648053632583469,8.747299580136314e-05,0.0012606026139110327,4.0624416827388225e-83
96157,8984,facs,3m,24m,male,GAT,Fat,myeloid cell,Nptn,-1.5979721546173096,0.00014035619096830487,4.636540325009264e-05,0.0001759967126417905,2.363656146280262e-06
86381,4084,facs,3m,18m,male,Marrow,B-cells,,Atf1,-1.59795081615448,6.860397843411192e-05,2.2663039999315515e-05,0.000164731391123496,2.9965997725928005e-06
42436,3716,droplet,3m,18m,male,Tongue,,,Asap2,-1.59794020652771,1.3131846571923234e-05,4.3380823626648635e-06,3.522234328556806e-05,3.255083714253281e-09
98130,4702,facs,3m,18m,male,Marrow,Granulocytes,granulocytopoietic cell,Usmg5,-1.5979375839233398,3.0739192879991606e-05,1.0154656592931133e-05,2.21099780901568e-05,2.1260229941771673e-10
97785,1117,facs,18m,24m,male,Marrow,Granulocytes,,Rpl32,1.5979125499725342,6.831971404608339e-05,0.00020680719171650708,0.000332657276885584,1.080450425974322e-24
64323,224,droplet,3m,21m,female,,,,Acer1,1.5978999137878418,3.8902276173757855e-06,1.1775812708947342e-05,6.552685954375193e-05,3.2089045360891994e-08
114207,8985,facs,3m,24m,male,Large_Intestine,Proximal,enterocyte of epithelium of large intestine,Tomm40,1.597890019416809,5.765683454228565e-05,0.0001745274057611823,0.0002506352320779115,1.8100540064569594e-15
68732,1745,droplet,3m,30m,male,,,,Ikbip,-1.597866415977478,4.1295847040601075e-05,1.3642708836414386e-05,0.00010754571121651679,1.7881863746753736e-101
9779,659,droplet,3m,21m,female,Marrow,,,Nsd1,-1.5978646278381348,5.2882016461808234e-05,1.747039641486481e-05,8.9992317953147e-05,1.8225903638845667e-67
76622,700,droplet,18m,21m,female,Lung,,basophil,Dynll1,-1.597855806350708,0.001055414672009647,0.0003486748319119215,0.00030312512535601854,1.8443501148269107e-46
59288,372,facs,3m,18m,male,,,,Col6a1,-1.5978528261184692,0.00023558530665468425,7.782992179272696e-05,0.0007194119971245527,2.0624671249273502e-175
111188,4703,facs,3m,18m,female,Mammary_Gland,Mammary_Gland,basal cell,Cirbp,1.597820520401001,4.2600411688908935e-05,0.0001289453502977267,0.00016406341455876827,4.066977022260836e-20
14728,3578,droplet,3m,24m,male,Kidney,,,Pcsk7,-1.5977835655212402,2.4623243007226847e-05,8.135129064612556e-06,7.253869989654049e-05,6.311616771711625e-07
85927,8986,facs,3m,24m,male,Skin,Anagen,bulge keratinocyte,Map1lc3a,1.5977647304534912,0.00023944520216900855,0.0007247383473441005,0.0007494360907003284,4.821787843740707e-09
32458,5341,facs,3m,24m,male,Marrow,,,Zbtb44,-1.597762107849121,2.0804882296943106e-05,6.8737053879885934e-06,9.2836438852828e-05,3.344079285198811e-06
99215,8776,facs,3m,24m,male,Liver,Hepatocytes,,Tapbp,1.5977288484573364,4.5160253648646176e-05,0.0001366849464830011,0.00019243138376623392,2.0497171161240265e-07
23401,7837,facs,3m,18m,male,Lung,,,Abi3,1.5977256298065186,7.019079203018919e-05,0.00021244351228233427,0.00039592175744473934,1.1367323434888216e-15
97159,4085,facs,3m,18m,male,Marrow,Granulocytes,,Tuba1b,-1.5976754426956177,0.00034976692404598,0.00011556611570995301,0.0006552423001267016,1.7080122962183332e-14
109442,4086,facs,3m,18m,female,Heart,LA,,Ebf2,-1.597672462463379,9.12625328055583e-05,3.015401671291329e-05,0.00022346571495290846,5.384135841539983e-06
75258,8987,facs,3m,24m,male,Tongue,,basal cell of epidermis,Klhl24,-1.5976707935333252,3.981327608926222e-05,1.3154703083273489e-05,8.52220764500089e-05,1.9633195311692342e-07
82158,8988,facs,3m,24m,male,Tongue,,keratinocyte,Tram1,-1.5976643562316895,9.431722719455138e-05,3.116349398624152e-05,9.371730266138911e-05,3.509695641601311e-18
74355,4704,facs,3m,18m,male,Tongue,,basal cell of epidermis,Socs6,-1.5976579189300537,4.3076179281342775e-05,1.4232926332624629e-05,6.967675290070474e-05,6.749505346204449e-08
