,index,dataset,start_age,end_age,sex,tissue,subtissue,cell_ontology_class,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
121175,8989,facs,3m,24m,male,Marrow,T-cells,naive B cell,Hvcn1,-1.5976290702819824,0.0011405692202970386,0.00037686637369915843,0.0013481169007718563,2.3234138259633394e-09
23402,7838,facs,3m,18m,male,Brain_Non-Myeloid,,,Cdc23,-1.5976256132125854,4.4339689338812605e-05,1.4650734556198586e-05,0.00014054587518330663,8.880314678064182e-10
23403,7839,facs,3m,18m,male,Skin,,,Hnrnpa3,-1.5976170301437378,8.020122186280787e-05,2.650027090567164e-05,8.486215665470809e-05,2.320445909209544e-38
77497,4705,facs,3m,18m,female,Bladder,,bladder urothelial cell,Serinc1,1.597609519958496,5.868052176083438e-05,0.00017759157344698906,0.00014897328219376504,2.403481851041339e-12
77498,4706,facs,3m,18m,female,Bladder,,bladder urothelial cell,Ripk4,1.597590446472168,8.842042734613642e-05,0.0002675933064892888,0.0002637683064676821,2.8154303525833877e-08
23404,7840,facs,3m,18m,female,Thymus,,,Dnajc15,-1.5975780487060547,0.0001708658819552511,5.645942292176187e-05,0.0002759707276709378,1.089001745354922e-16
14729,3579,droplet,3m,24m,male,Kidney,,,Tbc1d1,-1.5975680351257324,5.5710577726131305e-05,1.840864024416078e-05,0.0001138347142841667,1.04073656229742e-20
32459,5342,facs,3m,24m,male,Marrow,,,Zfp574,-1.5975604057312012,3.376284075784497e-05,1.115643226512475e-05,0.00010380053572589532,1.327226561538102e-15
9780,660,droplet,3m,21m,female,Mammary_Gland,,,Cdon,1.5975465774536133,7.473740424757125e-06,2.2617648937739432e-05,7.54767024773173e-05,2.1944711148119563e-16
75259,8990,facs,3m,24m,male,Tongue,,basal cell of epidermis,Epb4.1l1,-1.5975260734558105,3.1670002499595284e-05,1.0465134437254164e-05,6.4689083956182e-05,1.6215505760056524e-07
42437,3717,droplet,3m,18m,male,Lung,,,Mafb,1.597521424293518,2.3315275029744953e-05,7.05573838786222e-05,0.0001996208302443847,3.055762659346513e-22
107837,8991,facs,3m,24m,male,Marrow,KLS,hematopoietic stem cell,Mcl1,-1.5975209474563599,0.00014885191922076046,4.9187266995431855e-05,0.00015469305799342692,2.6145707279702034e-59
110006,4707,facs,3m,18m,male,Heart,LA,fibroblast of cardiac tissue,Col14a1,-1.5975139141082764,0.0002453822235111147,8.108555630315095e-05,0.0002637138240970671,3.024733709948047e-11
113482,4708,facs,3m,18m,male,Large_Intestine,Proximal,enterocyte of epithelium of large intestine,Klf13,1.5974935293197632,6.818460678914562e-05,0.0002063382853521034,0.00021623537759296596,3.074949469836751e-20
77499,4709,facs,3m,18m,female,Bladder,,bladder urothelial cell,Rnf10,1.5974676609039307,4.2849191231653094e-05,0.00012966665963176638,0.00010978984937537462,3.5212807146489063e-12
80084,4710,facs,3m,18m,male,Trachea,,fibroblast,Axl,-1.5974397659301758,0.0006460414733737707,0.0002134927490260452,0.000553673249669373,1.190816322710146e-14
57164,4131,droplet,24m,30m,male,Kidney,,,Strn3,1.5974291563034058,2.5383376851095818e-05,7.681101851630956e-05,0.00012581540795508772,6.263543981046182e-115
42438,3718,droplet,3m,18m,male,Lung,,,Atg10,-1.5974254608154297,2.847407085937448e-05,9.40971676754998e-06,8.648363291285932e-05,2.9047759483499933e-12
23405,7841,facs,3m,18m,male,Lung,,,Nfkbib,1.597412347793579,3.897487840731628e-05,0.00011793801240855828,0.00029315028223209083,5.219866185784995e-09
32460,5343,facs,3m,24m,male,Large_Intestine,,,Macrod1,1.597405195236206,1.4230301530915312e-05,4.3060692405560985e-05,0.00011750790872611105,2.2734022401611935e-17
68733,1746,droplet,3m,30m,male,,,,Ptprc,1.597375750541687,5.918180977459997e-05,0.00017907965229824185,0.00029390648705884814,0.0
81199,1287,droplet,3m,21m,female,Marrow,,granulocytopoietic cell,Ckap5,-1.597369909286499,9.185689850710332e-05,3.0356764909811318e-05,0.00013171917817089707,3.2041465818673132e-24
1554,4087,facs,3m,18m,male,Tongue,,,Fus,1.5973559617996216,4.7974957851693034e-05,0.00014516658848151565,0.0002004645357374102,1.1489395304845908e-12
104345,8777,facs,3m,24m,male,Marrow,KLS,,Txndc5,-1.5973398685455322,0.00011688135418808088,3.8627626054221764e-05,0.00017498306988272816,1.357009343599142e-31
113483,4711,facs,3m,18m,male,Large_Intestine,Proximal,enterocyte of epithelium of large intestine,Anapc11,1.597335934638977,1.4489736713585444e-05,4.384363637655042e-05,6.836551619926468e-05,4.816144905012771e-07
115090,4712,facs,3m,18m,male,Large_Intestine,Proximal,intestinal crypt stem cell,Tmed9,1.5973353385925293,0.00014805281534790993,0.00044798399903811514,0.00030015260563232005,2.1052854211111234e-12
51169,5478,droplet,3m,30m,male,Kidney,,,Cyp2d12,1.5973248481750488,9.318062802776694e-05,0.0002819475485011935,0.0006149071268737316,4.7224947421873035e-46
8174,395,droplet,3m,18m,female,Mammary_Gland,,,Btbd2,1.5973126888275146,8.182958481484093e-06,2.4759929146966897e-05,7.139091030694544e-05,1.9097822426223371e-16
4559,8778,facs,3m,24m,male,Tongue,,,Tcp11l2,-1.5972723960876465,5.088529360364191e-05,1.6817652067402378e-05,8.977219113148749e-05,2.829448800852541e-19
94580,4713,facs,3m,18m,male,SCAT,Fat,mesenchymal stem cell of adipose,Chpf2,-1.597259759902954,5.813032839796506e-05,1.9212313418393023e-05,8.69635769049637e-05,3.9009168027479414e-07
105739,4714,facs,3m,18m,male,Marrow,KLS,granulocyte monocyte progenitor cell,Rps28,-1.5972516536712646,0.00020184395543765277,6.671063601970673e-05,4.625328801921569e-05,8.174506545177606e-36
23406,7843,facs,3m,18m,female,Mammary_Gland,,,Lad1,-1.5972495079040527,0.00016579951625317335,5.47978124814108e-05,0.00025504830409772694,6.706737275417235e-38
105396,1118,facs,18m,24m,male,Marrow,KLS,,Dirc2,-1.597238302230835,4.152338806306943e-05,1.372385577269597e-05,6.288603617576882e-05,2.921065186980952e-06
71649,1288,droplet,3m,21m,female,Mammary_Gland,,B cell,Pld4,1.5971972942352295,3.959486275562085e-05,0.00011979621922364458,0.00021084707987029105,2.0850109409455053e-13
120542,8779,facs,3m,24m,male,Marrow,T-cells,,Nufip2,-1.5971860885620117,0.00014032903709448874,4.6381697757169604e-05,0.0002910507610067725,1.4241255882613548e-09
91018,8992,facs,3m,24m,male,Large_Intestine,Distal,secretory cell,Cox6c,-1.5971803665161133,0.0002358075144002214,7.793965050950646e-05,0.0001105561459553428,7.167787359916705e-68
23407,7844,facs,3m,18m,male,Limb_Muscle,,,Myc,-1.597170114517212,0.0008534115040674806,0.0002820735680870712,0.0011536747915670276,1.3023895677348106e-18
57165,4132,droplet,24m,30m,male,Liver,,,Crem,1.5971661806106567,2.2905587684363127e-05,6.93005058565177e-05,0.00013450588448904455,1.8194831023990156e-07
107838,8993,facs,3m,24m,male,Marrow,KLS,hematopoietic stem cell,Pigq,-1.597152829170227,6.884834874654189e-05,2.275635051773861e-05,0.00013382082397583872,5.229305622505446e-14
78105,8994,facs,3m,24m,male,Bladder,,bladder urothelial cell,Mtus1,-1.59714937210083,8.916056685848162e-05,2.9470187655533664e-05,9.310436144005507e-05,5.009198517785217e-22
107839,8995,facs,3m,24m,male,Marrow,KLS,hematopoietic stem cell,Itpk1,-1.5971425771713257,4.623556014848873e-05,1.5282283129636198e-05,9.466389747103676e-05,2.9533664900338484e-11
51170,5479,droplet,3m,30m,male,Lung,,,As3mt,-1.5971388816833496,3.645006654551253e-05,1.2047906238876749e-05,0.00012624352530110627,6.25829799800405e-12
51171,5480,droplet,3m,30m,male,Lung,,,Psma7,1.5971370935440063,0.00020942173432558775,0.0006335894577205181,0.0004886064562015235,0.0
112721,8780,facs,3m,24m,male,Large_Intestine,Proximal,,N6amt1,1.5971276760101318,1.0108348760695662e-05,3.058183938264847e-05,9.502573811914772e-05,4.531536115612189e-06
51172,5481,droplet,3m,30m,male,Liver,,,Ptpn2,1.5971232652664185,1.2829238585254643e-05,3.8813508581370115e-05,6.285605195444077e-05,7.388555721344207e-14
90187,4715,facs,3m,18m,male,Large_Intestine,Distal,intestinal crypt stem cell,Hmga1,1.597106695175171,9.196701284963638e-06,2.7823329219245352e-05,2.5287296011811122e-05,3.5680070459040744e-10
104346,8781,facs,3m,24m,male,Marrow,KLS,,Tram1,-1.5971026420593262,0.00019277783576399088,6.372080679284409e-05,0.00018641592760104686,5.241706048747213e-80
73100,1289,droplet,3m,21m,female,Spleen,,T cell,Txk,-1.5970957279205322,8.205600897781551e-05,2.712293280637823e-05,0.00014882812683936208,3.472702167610778e-17
99927,8996,facs,3m,24m,male,Liver,Hepatocytes,hepatocyte,Hcfc1r1,-1.5970914363861084,4.297692430554889e-05,1.4205708794179372e-05,5.067220263299532e-05,3.319553460631482e-07
51173,5482,droplet,3m,30m,male,Kidney,,,Pde2a,-1.597042441368103,6.082007894292474e-05,2.0104313080082648e-05,0.00018900501891039312,1.0563793905516689e-07
23408,7845,facs,3m,18m,male,Skin,,,Eif3k,1.5970308780670166,0.00027098815189674497,0.0008197934948839247,0.0008069429313763976,8.319450647530488e-41
57166,4133,droplet,24m,30m,male,Kidney,,,Ptplb,1.5970200300216675,2.7306363335810602e-05,8.260661707026884e-05,0.00013653282076120377,1.5832597079841115e-121
104347,8782,facs,3m,24m,male,Marrow,KLS,,Trim28,-1.5970041751861572,0.0002800343499984592,9.25689164432697e-05,0.00020740229228977114,1.5481585276108706e-115
23409,7846,facs,3m,18m,male,Brain_Non-Myeloid,,,Scrn1,-1.5969966650009155,4.390314279589802e-05,1.4512815141642932e-05,0.00012858043191954494,6.595614110278568e-10
98131,4716,facs,3m,18m,male,Marrow,Granulocytes,granulocytopoietic cell,Rpl38,-1.596976637840271,2.6497606086195447e-05,8.759287084103562e-06,1.7063874111045152e-05,1.0665081415653663e-08
116481,4717,facs,3m,18m,female,Heart,RA,fibroblast of cardiac tissue,Plxdc2,1.5969736576080322,7.168978481786326e-05,0.0002168673963751644,0.0002294528385391459,1.1622161259338902e-10
57167,4134,droplet,24m,30m,male,Kidney,,,Itga4,-1.5969594717025757,6.161562487250194e-05,2.0368455807329156e-05,0.0001441531494492665,2.9890253503117245e-55
63309,1039,droplet,3m,18m,male,,,,Zbp1,1.5969526767730713,1.1939610885747243e-05,3.611776264733635e-05,0.00011492337216623127,1.318485995185373e-68
32461,5345,facs,3m,24m,male,Brain_Non-Myeloid,,,Rnf4,-1.5969194173812866,6.632615986745805e-05,2.192624015151523e-05,0.0001565232378197834,7.735688622699157e-09
73101,1290,droplet,3m,21m,female,Mammary_Gland,,T cell,Gsn,1.5969191789627075,0.0001096946798497811,0.00033182272454723716,0.0004966574488207698,2.7939280632308422e-34
51174,5483,droplet,3m,30m,male,Spleen,,,Dgat1,1.5969182252883911,7.083604941726662e-06,2.142765515600331e-05,7.183274283306673e-05,1.4983001271856011e-15
57168,4135,droplet,24m,30m,male,Kidney,,,Lman2l,1.596914291381836,6.317764928098768e-06,1.9110962966806255e-05,5.934688670095056e-05,7.301155224120691e-16
4560,8783,facs,3m,24m,male,Tongue,,,Slc25a13,-1.5968931913375854,1.9135924958391115e-05,6.326109541987535e-06,4.600425381795503e-05,5.395902150768551e-06
23410,7847,facs,3m,18m,male,Marrow,,,Gdap2,-1.5968787670135498,3.147454117424786e-05,1.0405213288322557e-05,0.00012735786731354892,1.1164772932984044e-09
114208,8997,facs,3m,24m,male,Large_Intestine,Proximal,enterocyte of epithelium of large intestine,Rps19,1.5968772172927856,0.00020291746477596462,0.0006138006574474275,0.001071578823029995,5.563719334817076e-11
115343,8998,facs,3m,24m,male,Large_Intestine,Proximal,intestinal crypt stem cell,Tmed7,-1.596872329711914,7.917712355265394e-05,2.617539394123014e-05,9.220665378961712e-05,1.789668204532437e-07
68734,1747,droplet,3m,30m,male,,,,Gbp4,1.5968698263168335,7.928279956104234e-06,2.3981961930985563e-05,0.00011326467938488349,8.872858217159984e-37
116147,8784,facs,3m,24m,male,Heart,RA,,Csnk2a1,-1.596862554550171,8.229034574469551e-05,2.7204787329537794e-05,0.0001472005242248997,2.6924534154053647e-10
96839,8999,facs,3m,24m,male,Limb_Muscle,ForelimbandHindlimb,skeletal muscle satellite cell,Txnrd1,-1.5968610048294067,0.0006593161378987134,0.0002179669390898198,0.0007597138173878193,1.6333312756147612e-12
51175,5484,droplet,3m,30m,male,Lung,,,Tmcc2,1.5968605279922485,8.622326276963577e-06,2.60811884800205e-05,0.00015866996545810252,6.3724362421229114e-12
63310,1040,droplet,3m,18m,male,,,,Tie1,1.5968587398529053,1.1446013559179846e-05,3.462236054474488e-05,0.00014256552094593644,6.944371107591158e-49
82159,9000,facs,3m,24m,male,Tongue,,keratinocyte,Gphn,-1.5968501567840576,4.500732393353246e-05,1.4879329683026299e-05,6.129383837105706e-05,1.4661728166335656e-07
14730,3580,droplet,3m,24m,male,Bladder,,,Tslp,-1.5967912673950195,4.950735456077382e-05,1.6367697753594257e-05,0.00017347665561828762,3.9465814064309716e-07
79660,889,droplet,3m,18m,female,Kidney,,epithelial cell of proximal tubule,Ttc36,-1.5967881679534912,0.004540322348475456,0.0015010859351605177,0.0012427429901435971,1.7035095871619572e-19
8175,396,droplet,3m,18m,male,Kidney,,,BC089597,1.5967754125595093,2.2280699340626597e-05,6.739165837643668e-05,0.00015457338304258883,1.121532255588152e-12
99216,8785,facs,3m,24m,male,Liver,Hepatocytes,,Tysnd1,1.5967717170715332,2.0596478861989453e-05,6.229729478945956e-05,7.381154136965051e-05,2.7755590468445558e-11
32462,5347,facs,3m,24m,male,Lung,,,Csnk2b,1.5967527627944946,6.125077197793871e-05,0.00018526017083786428,0.0003815920208580792,4.410319278802589e-31
4561,8786,facs,3m,24m,male,Tongue,,,Dkk3,-1.5967226028442383,0.00015088047075551003,4.988518776372075e-05,0.00020569734624587,3.4354654656111424e-37
107840,9001,facs,3m,24m,male,Marrow,KLS,hematopoietic stem cell,Tpp2,-1.596687912940979,5.364376920624636e-05,1.7736514564603567e-05,9.479305299464613e-05,1.1964517231607636e-18
59289,373,facs,3m,18m,male,,,,Leprel2,-1.5966708660125732,3.7986737879691646e-05,1.2559899005282205e-05,0.00013031900743953884,1.1364549170505402e-63
32463,5349,facs,3m,24m,male,Lung,,,Ctbp1,-1.5966464281082153,0.00016537019109819084,5.4678770538885146e-05,0.0002775272587314248,6.977907113374874e-17
89743,4089,facs,3m,18m,female,Large_Intestine,Distal,,D17H6S53E,-1.5966408252716064,7.515055040130392e-05,2.4848222892615013e-05,0.00016339271678589284,1.2301944329935036e-08
97565,8787,facs,3m,24m,male,Marrow,Granulocytes,,Tm9sf2,-1.5966359376907349,8.955749217420816e-05,2.9611921490868554e-05,0.00018453787197358906,2.2444798528468144e-12
81816,4718,facs,3m,18m,female,Tongue,,keratinocyte,Efna3,1.5966153144836426,2.5110686692642048e-05,7.594299677293748e-05,8.500111289322376e-05,6.154742719972345e-07
107841,9002,facs,3m,24m,male,Marrow,KLS,hematopoietic stem cell,Txndc5,-1.5966055393218994,0.00011396564514143392,3.768320311792195e-05,0.00017196171393152326,1.0683453584531594e-29
57169,4136,droplet,24m,30m,male,Liver,,,Igf1,-1.5966013669967651,0.0006306456634774804,0.00020852615125477314,0.00048098029219545424,3.593226063252449e-16
38008,1297,facs,18m,24m,male,GAT,,,Cxcl1,1.5965561866760254,0.0006195537862367928,0.0018736579222604632,0.004063365049660206,1.9406189722822573e-10
51176,5485,droplet,3m,30m,male,Liver,,,Naga,1.5965477228164673,1.5241078472172376e-05,4.609188545146026e-05,6.71448142384179e-05,2.2295131649954853e-14
89638,9003,facs,3m,24m,male,Brain_Non-Myeloid,Cortex,oligodendrocyte,Rab6a,-1.5965325832366943,0.0002616032143123448,8.650453673908487e-05,0.00022563290258403867,4.3670652420093125e-09
59290,374,facs,3m,18m,male,,,,Map3k1,-1.5965226888656616,0.0001027444886858575,3.397483305889182e-05,0.00025103113148361444,4.276925086799676e-192
4562,8788,facs,3m,24m,male,Bladder,,,Lhfp,-1.5965183973312378,0.0003582214121706784,0.00011845451808767393,0.0004532162274699658,1.0341303611330829e-24
23411,7848,facs,3m,18m,male,Skin,,,Cstb,1.5965094566345215,0.0001523373503005132,0.0004606845322996378,0.0006307213334366679,2.0538397624841907e-18
91903,8789,facs,3m,24m,male,Pancreas,Endocrine,,Sh3bgrl,-1.5964397192001343,6.955257413210347e-05,2.3000480723567307e-05,9.835619130171835e-05,2.173859890720397e-14
96158,9004,facs,3m,24m,male,GAT,Fat,myeloid cell,Cox7b,-1.5964300632476807,8.853169128997251e-05,2.9276920031406917e-05,0.00011006610293406993,2.187747446479179e-09
23412,7849,facs,3m,18m,male,Brain_Non-Myeloid,,,Fam115a,-1.5964031219482422,6.189302075654268e-05,2.0468049115152098e-05,0.00015604302461724728,9.903165318066832e-13
75260,9005,facs,3m,24m,male,Tongue,,basal cell of epidermis,Ipo4,-1.596374750137329,6.789471080992371e-05,2.245325049443636e-05,0.00010854750871658325,5.278229850210947e-18
78890,1507,facs,18m,24m,male,Skin,,bulge keratinocyte,Ndufa6,-1.5963215827941895,0.00039152547833509743,0.000129484964418225,0.000408001767937094,7.90353150966358e-17
102741,4090,facs,3m,18m,female,Marrow,KLS,,Ndufa4,-1.596318006515503,0.00041001520003192127,0.00013560020306613296,0.00037347956094890833,1.1044833770077622e-49
23413,7850,facs,3m,18m,female,Lung,,,Rpl39,-1.5963138341903687,7.076381734805182e-05,2.34030721912859e-05,0.00010548884165473282,1.1269188796581535e-23
32464,5351,facs,3m,24m,male,Brain_Myeloid,,,Prr13,1.5963066816329956,6.754584319423884e-05,0.00020423719251994044,0.0005205187480896711,4.1770378586985175e-54
42439,3721,droplet,3m,18m,male,Bladder,,,2810474O19Rik,-1.5962895154953003,3.846673644147813e-05,1.2721967323159333e-05,8.007400901988149e-05,1.7783676572890566e-24
72106,701,droplet,18m,21m,female,Spleen,,B cell,Cd3g,1.5962789058685303,1.1568334230105393e-05,3.497830039123073e-05,0.00011324149090796709,8.122035492577432e-21
96483,9006,facs,3m,24m,male,Limb_Muscle,ForelimbandHindlimb,mesenchymal stem cell,Cfl1,1.5962752103805542,0.0002607996284496039,0.0007885580998845398,0.0006568747921846807,4.9531893947373027e-36
32465,5352,facs,3m,24m,male,SCAT,,,Creb3l1,-1.596274971961975,5.464530477183871e-05,1.8072829334414564e-05,0.00010558350186329335,6.783703641124577e-12
23414,7851,facs,3m,18m,male,Brain_Non-Myeloid,,,Zcchc24,-1.5962485074996948,8.773527952143922e-05,2.9017202905379236e-05,0.00024200251209549606,6.286614206651589e-13
119142,9007,facs,3m,24m,male,Brain_Myeloid,Striatum,microglial cell,Atp5g2,1.5962332487106323,2.029883034992963e-05,6.137409945949912e-05,0.00013051244604866952,1.1468865861464885e-13
85484,8791,facs,3m,24m,male,Skin,Anagen,,Krt80,-1.5962215662002563,0.00015914793766569346,5.263691855361685e-05,0.0002177020360250026,4.6665405434657275e-27
23415,7852,facs,3m,18m,female,Lung,,,Tmcc3,1.5962095260620117,4.38557835877873e-05,0.00013259703700896353,0.000238202657783404,1.538242079432758e-13
90715,9008,facs,3m,24m,male,Large_Intestine,Distal,large intestine goblet cell,Atp5g2,1.596185564994812,3.116140214842744e-05,9.42142796702683e-05,0.00010025225492427126,4.785746512910949e-12
113484,4719,facs,3m,18m,male,Large_Intestine,Proximal,enterocyte of epithelium of large intestine,Sod1,1.5961413383483887,0.0004912847653031349,0.0014853188768029213,0.0012001292780041695,1.3004651655881362e-39
114209,9009,facs,3m,24m,male,Large_Intestine,Proximal,enterocyte of epithelium of large intestine,Tmem205,1.5961357355117798,4.301097214920446e-05,0.00013003611820749938,0.0001878286711871624,5.794446110045632e-16
118471,8792,facs,3m,24m,male,Brain_Myeloid,Striatum,,H2-D1,1.5961356163024902,0.0013674900401383638,0.0041343653574585915,0.004145065788179636,2.450192250162294e-72
71264,1508,facs,18m,24m,male,Spleen,,B cell,Fau,-1.5961263179779053,0.0008653406403027475,0.0002862234541680664,0.0005022475961595774,4.009249173874585e-131
14731,3581,droplet,3m,24m,male,Kidney,,,1190002F15Rik,1.5961228609085083,1.0355412086937577e-05,3.1307492463383824e-05,0.00011262637417530641,1.6699074357625093e-06
